tier,namespace,type,api,kind,jalium_sig,wpf_sig,suggestion
1,System.Windows.Controls,SelectionChangedEventArgs,RemovedItems,return-type,public IList<object> RemovedItems { get; },public System.Collections.IList RemovedItems { get; },Use non-generic System.Collections.IList to match WPF (same generic-vs-nongeneric incompatibility as AddedItems).
1,System.Windows.Controls,SelectionChangedEventArgs,.ctor,param-type,"SelectionChangedEventArgs(RoutedEvent routedEvent, IList<object> removedItems, IList<object> addedItems)","SelectionChangedEventArgs(System.Windows.RoutedEvent id, System.Collections.IList removedItems, System.Collections.IList addedItems)",Change parameter types from IList<object> to non-generic System.Collections.IList; parameter order already matches WPF (removedItems then addedItems).
1,System.Windows.Controls,Slider,OnValueChanged,kind-mismatch,"protected void OnValueChanged(double oldValue, double newValue)","protected override void OnValueChanged(double oldValue, double newValue)",In WPF this overrides RangeBase.OnValueChanged; Jalium's is a plain non-virtual method (base is Control) that subclasses cannot override and no RangeBase pipeline invokes. Re-base Slider on Jalium.UI.Controls.Primitives.RangeBase (which already exists) so OnValueChanged/OnMinimumChanged/OnMaximumChanged become real overrides.
1,System.Windows.Controls,SoundPlayerAction,Source,kind-mismatch,"public Uri? Source { get; set; }  // plain auto-property, not DP-backed",public System.Uri Source { get; set; }  // DependencyProperty-backed (SourceProperty),Back Source with a SourceProperty DependencyProperty so it participates in binding/animation/styling; currently it is a plain CLR auto-property.
1,System.Windows.Controls,SpellCheck,GetCustomDictionaries,param-type,public static IList<Uri>? GetCustomDictionaries(DependencyObject element),public static System.Collections.IList GetCustomDictionaries(System.Windows.Controls.Primitives.TextBoxBase textBoxBase),WPF param is TextBoxBase and return is non-generic System.Collections.IList; Jalium widens param to DependencyObject and returns IList<Uri>?. Align both for strict parity.
1,System.Windows.Controls,SpellCheck,GetIsEnabled,param-type,public static bool GetIsEnabled(DependencyObject element),public static bool GetIsEnabled(System.Windows.Controls.Primitives.TextBoxBase textBoxBase),WPF element parameter is TextBoxBase vs DependencyObject in Jalium (source-compatible widening).
1,System.Windows.Controls,SpellCheck,SetIsEnabled,param-type,"public static void SetIsEnabled(DependencyObject element, bool value)","public static void SetIsEnabled(System.Windows.Controls.Primitives.TextBoxBase textBoxBase, bool value)",First parameter is TextBoxBase in WPF vs DependencyObject in Jalium.
1,System.Windows.Controls,SpellCheck,SetSpellingReform,param-type,"public static void SetSpellingReform(DependencyObject element, SpellingReform value)","public static void SetSpellingReform(System.Windows.Controls.Primitives.TextBoxBase textBoxBase, System.Windows.Controls.SpellingReform value)",First parameter is TextBoxBase in WPF vs DependencyObject in Jalium.
1,System.Windows.Controls,SpellingError,Suggestions,return-type,public IReadOnlyList<string> Suggestions { get; },public System.Collections.Generic.IEnumerable<string> Suggestions { get; },"WPF exposes Suggestions as IEnumerable<string>; Jalium narrows to IReadOnlyList<string> (source-compatible for enumeration, but declared type differs)."
1,System.Windows.Controls,TabControl,SelectedContent,accessibility,public object? SelectedContent { get; set; },public object SelectedContent { get; },WPF exposes SelectedContent read-only (private setter). Make the Jalium setter non-public.
1,System.Windows.Controls,TextBlock,FontFamily,return-type,public string FontFamily { get; set; },public System.Windows.Media.FontFamily FontFamily { get; set; },WPF FontFamily is Media.FontFamily; Jalium models it as a string family name. A FontFamily-typed property/DP is needed for parity.
1,System.Windows.Controls,ToolBar,Orientation,accessibility,public Orientation Orientation { get; set; },public System.Windows.Controls.Orientation Orientation { get; },WPF ToolBar.Orientation is read-only (coerced from the owning ToolBarTray). Remove the public setter (make it get-only or internal-set) to match WPF.
1,System.Windows.Controls,ToolBarTray,IsLockedProperty,kind-mismatch,"public static readonly DependencyProperty IsLockedProperty; // Register (instance-only, no attached accessors)","public static readonly DependencyProperty IsLockedProperty; // RegisterAttached (attached, has static Get/SetIsLocked)",In WPF IsLocked is an attached property so child ToolBars can read ToolBarTray.GetIsLocked. Re-register as attached (RegisterAttached) and add static GetIsLocked/SetIsLocked accessors (keep the instance CLR wrapper).
1,System.Windows.Controls,ToolTip,Closed,param-type,public event System.EventHandler? Closed,public event System.Windows.RoutedEventHandler Closed,"WPF exposes Closed as a routed event (RoutedEventHandler backed by ClosedEvent). Change handler type to RoutedEventHandler, route via AddHandler/RemoveHandler(ClosedEvent, ...), and raise through OnClosed."
1,System.Windows.Controls,ToolTip,Opened,param-type,public event System.EventHandler? Opened,public event System.Windows.RoutedEventHandler Opened,"WPF exposes Opened as a routed event (RoutedEventHandler backed by OpenedEvent). Change handler type to RoutedEventHandler, route via AddHandler/RemoveHandler(OpenedEvent, ...), and raise through OnOpened."
1,System.Windows.Controls,ToolTip,PlacementTarget,kind-mismatch,"public UIElement? PlacementTarget { get; set; } // plain private-field backed, not bindable","public System.Windows.UIElement PlacementTarget { get; set; } // DP-backed (PlacementTargetProperty), bindable","Back PlacementTarget with a PlacementTargetProperty DependencyProperty so it participates in binding/styling like WPF, instead of the private _placementTarget field."
1,System.Windows.Controls,TreeView,SelectedItem,accessibility,public object? SelectedItem { get; set; },public object SelectedItem { get; } // [ReadOnly(true)],WPF SelectedItem is read-only (selection driven by TreeViewItem.IsSelected). Remove the public setter or make it non-public to prevent direct assignment.
1,System.Windows.Controls,TreeView,SelectedValue,accessibility,public object? SelectedValue { get; set; },public object SelectedValue { get; } // [ReadOnly(true)],WPF SelectedValue is read-only (computed from SelectedItem + SelectedValuePath). Remove the public setter or make it non-public.
1,System.Windows.Controls,UIElementCollection,.ctor,param-count,public UIElementCollection(Panel parent),"public UIElementCollection(System.Windows.UIElement visualParent, System.Windows.FrameworkElement logicalParent)","WPF ctor takes (visualParent, logicalParent); Jalium takes a single Panel. Add the two-arg WPF ctor for parity."
1,System.Windows.Controls,UIElementCollection,Add,return-type,public void Add(UIElement item),public virtual int Add(System.Windows.UIElement element),WPF Add returns the inserted index (int); Jalium returns void (ICollection<T>). Provide an int-returning Add for parity.
1,System.Windows.Controls,UIElementCollection,Remove,return-type,public bool Remove(UIElement item),public virtual void Remove(System.Windows.UIElement element),WPF Remove returns void; Jalium returns bool (ICollection<T>).
1,System.Windows.Controls,UIElementCollection,GetEnumerator,return-type,public IEnumerator<UIElement> GetEnumerator(),public virtual System.Collections.IEnumerator GetEnumerator(),WPF's public GetEnumerator returns the non-generic System.Collections.IEnumerator.
1,System.Windows.Controls,Validation,ClearInvalid,param-type,public static void ClearInvalid(DependencyObject element),public static void ClearInvalid(System.Windows.Data.BindingExpressionBase bindingExpression),WPF keys ClearInvalid on the BindingExpressionBase; Jalium keys on the element. Add a BindingExpressionBase overload for parity.
1,System.Windows.Controls,Validation,MarkInvalid,param-type,"public static void MarkInvalid(DependencyObject element, ValidationError error)","public static void MarkInvalid(System.Windows.Data.BindingExpressionBase bindingExpression, System.Windows.Controls.ValidationError validationError)","WPF's first parameter is BindingExpressionBase, not DependencyObject."
1,System.Windows.Controls,ValidationError,ErrorContent,accessibility,public object? ErrorContent { get; },public object ErrorContent { get; set; },Add public setter (WPF ErrorContent is settable).
1,System.Windows.Controls,ValidationError,Exception,accessibility,public Exception? Exception { get; },public System.Exception Exception { get; set; },Add public setter (WPF Exception is settable).
1,System.Windows.Controls,ValidationError,RuleInError,accessibility,public ValidationRule? RuleInError { get; },public System.Windows.Controls.ValidationRule RuleInError { get; set; },Add public setter (WPF RuleInError is settable).
1,System.Windows.Controls,Viewport3D,Children,return-type,public IList<Visual3D> Children { get; },public System.Windows.Media.Media3D.Visual3DCollection Children { get; },WPF exposes a read-only Visual3DCollection backed by the ChildrenProperty read-only DP; Jalium returns a plain IList<Visual3D> backed by a List. Add Visual3DCollection + ChildrenProperty for parity.
1,System.Windows.Controls,VirtualizingPanel,ItemContainerGenerator,return-type,public ItemContainerGenerator? ItemContainerGenerator { get; internal set; },public System.Windows.Controls.Primitives.IItemContainerGenerator ItemContainerGenerator { get; },Return the IItemContainerGenerator interface (Jalium's concrete ItemContainerGenerator implements IRecyclingItemContainerGenerator) for parity.
1,System.Windows.Controls,VirtualizingPanel,BringIndexIntoView,accessibility,public void BringIndexIntoView(int index),protected internal virtual void BringIndexIntoView(int index),"In WPF, BringIndexIntoView is the protected-internal virtual seam and BringIndexIntoViewPublic is the public entry. Jalium inverted this (public BringIndexIntoView + protected virtual BringIndexIntoViewOverride)."
1,System.Windows.Controls,VirtualizingPanel,OnClearChildren,accessibility,internal virtual void OnClearChildren(),protected virtual void OnClearChildren(),Widen to protected virtual so external subclasses can override.
1,System.Windows.Controls,VirtualizingPanel,ShouldItemsChangeAffectLayout,kind-mismatch,internal virtual bool ShouldItemsChangeAffectLayout { get; },"public bool ShouldItemsChangeAffectLayout(bool areItemChangesLocal, System.Windows.Controls.Primitives.ItemsChangedEventArgs args)","WPF is a public method taking (bool, ItemsChangedEventArgs); Jalium is an internal parameterless property. Add the public method plus the protected ShouldItemsChangeAffectLayoutCore seam."
1,System.Windows.Controls,WebBrowser,Navigating,param-type,public event EventHandler<WebBrowserNavigatingEventArgs>? Navigating,public event System.Windows.Navigation.NavigatingCancelEventHandler Navigating,WPF uses NavigatingCancelEventHandler / NavigatingCancelEventArgs; Jalium uses a custom EventHandler<WebBrowserNavigatingEventArgs>.
1,System.Windows.Controls,WebBrowser,Navigated,param-type,public event EventHandler<WebBrowserNavigatedEventArgs>? Navigated,public event System.Windows.Navigation.NavigatedEventHandler Navigated,WPF uses NavigatedEventHandler / NavigationEventArgs.
1,System.Windows.Controls,WebBrowser,LoadCompleted,param-type,public event EventHandler<WebBrowserNavigatedEventArgs>? LoadCompleted,public event System.Windows.Navigation.LoadCompletedEventHandler LoadCompleted,WPF uses LoadCompletedEventHandler / NavigationEventArgs.
1,System.Windows.Controls.Primitives,ButtonBase,IsPressed,accessibility,public bool IsPressed { get; },public bool IsPressed { get; protected set; },Add a protected setter for IsPressed (Jalium exposes only internal SetIsPressed); WPF's protected set is part of the derivable surface.
1,System.Windows.Controls.Primitives,ButtonBase,OnIsPressedChanged,param-type,"protected override void OnIsPressedChanged(bool oldValue, bool newValue)",protected virtual void OnIsPressedChanged(System.Windows.DependencyPropertyChangedEventArgs e),WPF declares OnIsPressedChanged(DependencyPropertyChangedEventArgs) as a new protected virtual on ButtonBase; Jalium's is an override of a UIElement bool/bool virtual with a different signature.
1,System.Windows.Controls.Primitives,DataGridCellsPresenter,Item,accessibility,public object? Item { get; set; }  // backed by public ItemProperty DP,public object Item { get; },WPF Item is read-only and not a public DP; Jalium adds a public setter and public ItemProperty. Make Item get-only for parity.
1,System.Windows.Controls.Primitives,DataGridCellsPresenter,OnItemChanged,kind-mismatch,"protected void OnItemChanged(object? oldItem, object? newItem)","protected virtual void OnItemChanged(object oldItem, object newItem)",Make OnItemChanged virtual to match WPF (currently non-virtual).
1,System.Windows.Controls.Primitives,DataGridColumnHeader,SortDirection,accessibility,public System.ComponentModel.ListSortDirection? SortDirection { get; set; },public System.ComponentModel.ListSortDirection? SortDirection { get; },WPF SortDirection is read-only (DataGrid-driven); Jalium exposes a public setter.
1,System.Windows.Controls.Primitives,DataGridColumnHeader,CanUserSort,accessibility,public bool CanUserSort { get; set; },public bool CanUserSort { get; },WPF CanUserSort is read-only; Jalium exposes a public setter.
1,System.Windows.Controls.Primitives,DataGridColumnHeader,DisplayIndex,accessibility,public int DisplayIndex { get; set; },public int DisplayIndex { get; },WPF DisplayIndex is read-only; Jalium exposes a public setter.
1,System.Windows.Controls.Primitives,DataGridColumnHeader,IsFrozen,accessibility,public bool IsFrozen { get; set; },public bool IsFrozen { get; },WPF IsFrozen is read-only; Jalium exposes a public setter.
1,System.Windows.Controls.Primitives,DataGridRowHeader,IsRowSelected,accessibility,public bool IsRowSelected { get; set; },public bool IsRowSelected { get; },WPF IsRowSelected is read-only (DataGrid-driven); Jalium exposes a public setter.
1,System.Windows.Controls.Primitives,DocumentViewerBase,CanGoToNextPage,kind-mismatch,public bool CanGoToNextPage { get; },public virtual bool CanGoToNextPage { get; },Make CanGoToNextPage virtual to match WPF.
1,System.Windows.Controls.Primitives,DocumentViewerBase,CanGoToPreviousPage,kind-mismatch,public bool CanGoToPreviousPage { get; },public virtual bool CanGoToPreviousPage { get; },Make CanGoToPreviousPage virtual to match WPF.
1,System.Windows.Controls.Primitives,DocumentViewerBase,MasterPageNumber,accessibility,"public int MasterPageNumber { get; set; }  // read/write, non-virtual, plain DP","public virtual int MasterPageNumber { get; }  // read-only, backed by MasterPageNumberPropertyKey",WPF MasterPageNumber is read-only virtual backed by a protected DP key; Jalium made it read/write non-virtual. Restore read-only + virtual + protected key.
1,System.Windows.Controls.Primitives,IHierarchicalVirtualizationAndScrollInfo,HeaderDesiredSizes,accessibility,HierarchicalVirtualizationHeaderDesiredSizes HeaderDesiredSizes { get; set; },System.Windows.Controls.HierarchicalVirtualizationHeaderDesiredSizes HeaderDesiredSizes { get; },WPF declares HeaderDesiredSizes read-only; Jalium adds a setter (its doc-comment wrongly claims this matches WPF). Remove the setter to match the WPF interface contract.
1,System.Windows.Controls.Primitives,LayoutInformation,GetLayoutExceptionElement,param-type,public static UIElement? GetLayoutExceptionElement(object? dispatcher),public static System.Windows.UIElement GetLayoutExceptionElement(System.Windows.Threading.Dispatcher dispatcher),Change parameter type from object? to Jalium.UI.Threading.Dispatcher (that type exists at Jalium.UI.Core/Dispatcher.cs). Currently the method also always returns null (stub).
1,System.Windows.Controls.Primitives,MultiSelector,SelectedItems,return-type,public System.Collections.ObjectModel.ObservableCollection<object> SelectedItems { get; },public System.Collections.IList SelectedItems { get; },"WPF exposes SelectedItems typed as IList. ObservableCollection<object> implements IList (assignable), but the declared type differs; expose as IList for strict API parity."
1,System.Windows.Controls.Primitives,PlacementMode,PlacementMode.Absolute,default-value,Absolute = 8,Absolute = 0,Assign explicit numeric values matching WPF; Absolute must equal 0.
1,System.Windows.Controls.Primitives,PlacementMode,PlacementMode.Relative,default-value,Relative = 7,Relative = 1,Relative must equal 1.
1,System.Windows.Controls.Primitives,PlacementMode,PlacementMode.Bottom,default-value,Bottom = 0,Bottom = 2,Bottom must equal 2 (currently the implicit first member = 0).
1,System.Windows.Controls.Primitives,PlacementMode,PlacementMode.Center,default-value,Center = 1,Center = 3,Center must equal 3.
1,System.Windows.Controls.Primitives,PlacementMode,PlacementMode.Right,default-value,Right = 2,Right = 4,Right must equal 4.
1,System.Windows.Controls.Primitives,PlacementMode,PlacementMode.Mouse,default-value,Mouse = 5,Mouse = 7,Mouse must equal 7.
1,System.Windows.Controls.Primitives,PlacementMode,PlacementMode.MousePoint,default-value,MousePoint = 6,MousePoint = 8,MousePoint must equal 8.
1,System.Windows.Controls.Primitives,PlacementMode,PlacementMode.Left,default-value,Left = 4,Left = 9,Left must equal 9.
1,System.Windows.Controls.Primitives,PlacementMode,PlacementMode.Top,default-value,Top = 3,Top = 10,Top must equal 10.
1,System.Windows.Controls.Primitives,PlacementMode,PlacementMode.Custom,default-value,Custom = 9,Custom = 11,Custom must equal 11.
1,System.Windows.Controls.Primitives,TextBoxBase,Undo,return-type,public virtual void Undo(),public bool Undo(),"Return bool (whether an undo unit was applied) instead of void, and drop `virtual` to match WPF's non-virtual bool Undo()."
1,System.Windows.Controls.Primitives,TextBoxBase,Redo,return-type,public virtual void Redo(),public bool Redo(),"Return bool (whether a redo unit was applied) instead of void, and drop `virtual` to match WPF's non-virtual bool Redo()."
1,System.Windows.Controls.Primitives,TextBoxBase,OnSelectionChanged,param-count,protected virtual void OnSelectionChanged(),protected virtual void OnSelectionChanged(System.Windows.RoutedEventArgs e),Add a RoutedEventArgs parameter (raising SelectionChangedEvent) to match the WPF hook; Jalium's parameterless version only raises a UIA event.
1,System.Windows.Controls.Primitives,Thumb,IsDragging,accessibility,public bool IsDragging { get; },public bool IsDragging { get; protected set; },Add a protected setter (WPF exposes `protected set`); Jalium mutates it only via the private read-only DP key so subclasses cannot set IsDragging.
1,System.Windows.Controls.Primitives,ToggleButton,OnToggle,accessibility,protected virtual void OnToggle(),protected internal virtual void OnToggle(),Widen to `protected internal` to match WPF (identical for external subclasses; differs only for same-assembly callers).
1,System.Windows.Controls.Primitives,Track,ValueFromDistance,kind-mismatch,"public double ValueFromDistance(double horizontal, double vertical)","public virtual double ValueFromDistance(double horizontal, double vertical)","Add the 'virtual' modifier. WPF declares Track.ValueFromDistance as virtual/overridable; Jalium's is non-virtual, so a Track subclass cannot override the distance-to-value conversion."
1,System.Windows.Controls.Primitives,Track,ValueFromPoint,kind-mismatch,public double ValueFromPoint(Point pt),public virtual double ValueFromPoint(System.Windows.Point pt),Add the 'virtual' modifier to match WPF (Track.ValueFromPoint is virtual/overridable).
1,System.Windows.Shapes,Path,Data,return-type,public string? Data { get; set; },public System.Windows.Media.Geometry Data { get; set; },"WPF Path.Data is a Geometry (from XAML string via GeometryConverter), not a string. Jalium splits it into string 'Data' (SVG) + a separate non-WPF 'Geometry' property. Breaks parity: 'path.Data = geometry;' and 'Geometry g = path.Data;' compile in WPF but not Jalium. Retype Data as Jalium.UI.Media.Geometry (register DataProperty for typeof(Geometry)) and parse SVG strings via a TypeConverter; retire/alias the extra Geometry property."
1,System.Windows.Shapes,Shape,StrokeDashArray,return-type,public System.Collections.Generic.List<double>? StrokeDashArray { get; set; },public System.Windows.Media.DoubleCollection StrokeDashArray { get; set; },"Retype StrokeDashArray (and register StrokeDashArrayProperty for typeof(DoubleCollection)) to Jalium.UI.Media.DoubleCollection, which already exists at Jalium.UI.Core/Media/DoubleCollection.cs. List<double> breaks WPF parity for animation/binding (DoubleCollection is a Freezable) and XAML dash-array type conversion; 'shape.StrokeDashArray = new DoubleCollection {...}' fails against Jalium."
2,System.ComponentModel,DependencyPropertyDescriptor,AddValueChanged,kind-mismatch,"public new void AddValueChanged(object component, EventHandler handler)","public override void AddValueChanged(object component, System.EventHandler handler)","Declare as 'override', not 'new'. PropertyDescriptor.AddValueChanged is virtual; hiding it with 'new' means calls through a PropertyDescriptor base reference bypass Jalium's implementation."
2,System.ComponentModel,DependencyPropertyDescriptor,RemoveValueChanged,kind-mismatch,"public new void RemoveValueChanged(object component, EventHandler handler)","public override void RemoveValueChanged(object component, System.EventHandler handler)","Declare as 'override', not 'new', to match the virtual PropertyDescriptor.RemoveValueChanged and preserve polymorphic dispatch."
2,System.ComponentModel,GroupDescription,CustomSort,return-type,public IComparer<object>? CustomSort { get; set; },public System.Collections.IComparer CustomSort { get; set; },Change the property type from generic IComparer<object> to the non-generic System.Collections.IComparer to match WPF.
2,System.ComponentModel,GroupDescription,OnPropertyChanged,param-type,protected virtual void OnPropertyChanged(string propertyName),protected virtual void OnPropertyChanged(System.ComponentModel.PropertyChangedEventArgs e),Change the parameter to PropertyChangedEventArgs e; WPF subclasses override OnPropertyChanged(PropertyChangedEventArgs) and won't compile against the string-based signature.
2,System.ComponentModel,GroupDescription,PropertyChanged,accessibility,public event PropertyChangedEventHandler? PropertyChanged,protected virtual event System.ComponentModel.PropertyChangedEventHandler PropertyChanged (plus explicit INotifyPropertyChanged.PropertyChanged),WPF exposes the class event as protected virtual with an explicit interface implementation; Jalium exposes a single public non-virtual event (derived classes cannot override it).
2,System.ComponentModel,PropertyChangedEventManager,AddListener,param-count,"public static void AddListener(INotifyPropertyChanged source, IWeakEventListener listener)","public static void AddListener(System.ComponentModel.INotifyPropertyChanged source, System.Windows.IWeakEventListener listener, string propertyName)","Add the third 'string propertyName' parameter so listeners register per-property, matching WPF (Jalium's 2-arg overload is source-wide only)."
2,System.ComponentModel,PropertyChangedEventManager,RemoveListener,param-count,"public static void RemoveListener(INotifyPropertyChanged source, IWeakEventListener listener)","public static void RemoveListener(System.ComponentModel.INotifyPropertyChanged source, System.Windows.IWeakEventListener listener, string propertyName)",Add the third 'string propertyName' parameter to mirror AddListener and WPF.
2,System.ComponentModel,SortDescription,Direction,accessibility,public ListSortDirection Direction { get; },public System.ComponentModel.ListSortDirection Direction { get; set; },"Add a public setter. Jalium made SortDescription a 'readonly struct', dropping both setters; WPF's setter is public and throws InvalidOperationException once IsSealed."
2,System.ComponentModel,SortDescription,PropertyName,accessibility,public string PropertyName { get; },public string PropertyName { get; set; },Add a public setter (WPF's throws InvalidOperationException when IsSealed). Currently get-only due to the readonly-struct choice.
2,System.ComponentModel,SortDescriptionCollection,SortDescriptionCollection (base type),kind-mismatch,"public sealed class SortDescriptionCollection : IList<SortDescription>, IList, INotifyCollectionChanged","public partial class SortDescriptionCollection : System.Collections.ObjectModel.Collection<System.ComponentModel.SortDescription>, INotifyCollectionChanged","Derive from System.Collections.ObjectModel.Collection<SortDescription> and drop 'sealed', so the protected virtual template methods (ClearItems/InsertItem/RemoveItem/SetItem) and the Collection<T> contract are inherited instead of hand-rolled over a private List<T>."
2,System.ComponentModel,SortDescriptionCollection,CollectionChanged,accessibility,public event NotifyCollectionChangedEventHandler? CollectionChanged,protected event System.Collections.Specialized.NotifyCollectionChangedEventHandler CollectionChanged (plus explicit INotifyCollectionChanged.CollectionChanged),WPF declares CollectionChanged as protected with an explicit interface implementation; Jalium exposes a plain public event. Match for parity.
2,System.Windows.Data,BindingBase,BindingBase (base class),kind-mismatch,public abstract class BindingBase,public abstract class BindingBase : System.Windows.Markup.MarkupExtension,Derive BindingBase from MarkupExtension and implement the sealed override ProvideValue so {Binding}/{MultiBinding} function as XAML markup extensions.
2,System.Windows.Data,BindingExpressionBase,BindingExpressionBase (base class),kind-mismatch,public abstract class BindingExpressionBase,"public abstract class BindingExpressionBase : System.Windows.Expression, System.Windows.IWeakEventListener",WPF's BindingExpressionBase derives from System.Windows.Expression and implements IWeakEventListener; Jalium has no base. Port Expression (or document the divergence) and implement IWeakEventListener.
2,System.Windows.Data,BindingGroup,BindingExpressions,return-type,public IReadOnlyList<BindingExpressionBase> BindingExpressions { get; },public System.Collections.ObjectModel.Collection<System.Windows.Data.BindingExpressionBase> BindingExpressions { get; },Change return type to System.Collections.ObjectModel.Collection<BindingExpressionBase> to match WPF.
2,System.Windows.Data,BindingGroup,Items,return-type,public IList<object> Items { get; },public System.Collections.IList Items { get; },Change return type to non-generic System.Collections.IList to match WPF.
2,System.Windows.Data,BindingListCollectionView,.ctor,param-type,public BindingListCollectionView(System.Collections.IList list),public BindingListCollectionView(System.ComponentModel.IBindingList list),"Constructor should accept System.ComponentModel.IBindingList (WPF's contract), not System.Collections.IList."
2,System.Windows.Data,BindingMode,BindingMode.Default,default-value,Default = 0,Default = 4,"Jalium declares members with implicit ordinals (Default,OneWay,TwoWay,OneTime,OneWayToSource => 0..4). Assign explicit values to match WPF: TwoWay=0, OneWay=1, OneTime=2, OneWayToSource=3, Default=4."
2,System.Windows.Data,BindingMode,BindingMode.TwoWay,default-value,TwoWay = 2,TwoWay = 0,"Set TwoWay = 0 to match WPF underlying value (affects (int) casts, XAML/serialization interop)."
2,System.Windows.Data,BindingMode,BindingMode.OneTime,default-value,OneTime = 3,OneTime = 2,Set OneTime = 2 to match WPF underlying value.
2,System.Windows.Data,BindingMode,BindingMode.OneWayToSource,default-value,OneWayToSource = 4,OneWayToSource = 3,Set OneWayToSource = 3 to match WPF underlying value.
2,System.Windows.Data,BindingOperations,BindingOperations (namespace),kind-mismatch,namespace Jalium.UI,namespace System.Windows.Data (=> Jalium.UI.Data),Move BindingOperations into Jalium.UI.Data to match the WPF namespace mapping (currently declared in Jalium.UI in DependencyObject.cs).
2,System.Windows.Data,BindingOperations,GetBindingExpression,return-type,"public static BindingExpressionBase? GetBindingExpression(DependencyObject target, DependencyProperty dp)","public static System.Windows.Data.BindingExpression GetBindingExpression(System.Windows.DependencyObject target, System.Windows.DependencyProperty dp)","WPF returns the concrete BindingExpression; Jalium returns the base type (nullable). Return BindingExpression to match, and add a separate GetBindingExpressionBase for the base-typed accessor."
2,System.Windows.Data,BindingStatus,BindingStatus.PathError,default-value,PathError = 4,PathError = 5,Insert AsyncRequestPending = 4 at ordinal 4 (after Detached); this realigns PathError to 5.
2,System.Windows.Data,BindingStatus,BindingStatus.UpdateTargetError,default-value,UpdateTargetError = 5,UpdateTargetError = 6,Adding AsyncRequestPending = 4 realigns UpdateTargetError to 6.
2,System.Windows.Data,BindingStatus,BindingStatus.UpdateSourceError,default-value,UpdateSourceError = 6,UpdateSourceError = 7,Adding AsyncRequestPending = 4 realigns UpdateSourceError to 7.
2,System.Windows.Data,CollectionContainer,CollectionContainer (base class),kind-mismatch,public sealed class CollectionContainer : System.Collections.Specialized.INotifyCollectionChanged,"public partial class CollectionContainer : System.Windows.DependencyObject, System.Collections.Specialized.INotifyCollectionChanged, System.Windows.IWeakEventListener","Derive from DependencyObject (required to back Collection with the CollectionProperty DP), implement IWeakEventListener, and un-seal to match WPF."
2,System.Windows.Data,CollectionContainer,CollectionChanged,accessibility,public event NotifyCollectionChangedEventHandler? CollectionChanged;,protected virtual event System.Collections.Specialized.NotifyCollectionChangedEventHandler CollectionChanged; (+ explicit INotifyCollectionChanged.CollectionChanged),WPF exposes CollectionChanged as a protected virtual event plus an explicit interface implementation; Jalium exposes a single public event. Match the protected-virtual + explicit-interface shape for extensibility parity.
2,System.Windows.Data,CollectionView,OnPropertyChanged,param-type,protected virtual void OnPropertyChanged(string propertyName),protected virtual void OnPropertyChanged(System.ComponentModel.PropertyChangedEventArgs e),Change the parameter to PropertyChangedEventArgs (or add the WPF overload) so derived types observe the documented signature.
2,System.Windows.Data,CollectionView,CollectionChanged,accessibility,public event System.Collections.Specialized.NotifyCollectionChangedEventHandler CollectionChanged,protected virtual event System.Collections.Specialized.NotifyCollectionChangedEventHandler CollectionChanged,Make the class-level event protected virtual and publish only via explicit INotifyCollectionChanged.CollectionChanged.
2,System.Windows.Data,CollectionView,PropertyChanged,accessibility,public event System.ComponentModel.PropertyChangedEventHandler PropertyChanged,protected virtual event System.ComponentModel.PropertyChangedEventHandler PropertyChanged,Make protected virtual and provide explicit INotifyPropertyChanged.PropertyChanged.
2,System.Windows.Data,CollectionView,GetEnumerator,accessibility,public System.Collections.IEnumerator GetEnumerator(),protected virtual System.Collections.IEnumerator GetEnumerator(),Make protected virtual; expose IEnumerable.GetEnumerator explicitly.
2,System.Windows.Data,CollectionView,Count,kind-mismatch,public int Count { get; },public virtual int Count { get; },Declare virtual (representative of a systemic non-virtual issue) so ListCollectionView can override.
2,System.Windows.Data,CollectionViewGroup,PropertyChanged,accessibility,public event System.ComponentModel.PropertyChangedEventHandler PropertyChanged,protected virtual event System.ComponentModel.PropertyChangedEventHandler PropertyChanged,Make protected virtual and expose only through explicit INotifyPropertyChanged.PropertyChanged.
2,System.Windows.Data,CollectionViewSource,OnSourceChanged,accessibility,"private void OnSourceChanged(object? oldValue, object? newValue)","protected virtual void OnSourceChanged(object oldSource, object newSource)",Promote to protected virtual (and unseal the class) so consumers can override the source-change hook.
2,System.Windows.Data,CompositeCollection,CollectionChanged,accessibility,public event System.Collections.Specialized.NotifyCollectionChangedEventHandler CollectionChanged,protected event System.Collections.Specialized.NotifyCollectionChangedEventHandler CollectionChanged,Make the class-level event protected; publish only via explicit INotifyCollectionChanged.CollectionChanged.
2,System.Windows.Data,DataChangedEventManager,AddHandler,param-type,"public static void AddHandler(object source, System.EventHandler handler)","public static void AddHandler(System.Windows.Data.DataSourceProvider source, System.EventHandler<System.EventArgs> handler)",Tighten source from object to DataSourceProvider and handler from EventHandler to EventHandler<EventArgs>.
2,System.Windows.Data,DataChangedEventManager,RemoveHandler,param-type,"public static void RemoveHandler(object source, System.EventHandler handler)","public static void RemoveHandler(System.Windows.Data.DataSourceProvider source, System.EventHandler<System.EventArgs> handler)",Tighten source to DataSourceProvider and handler to EventHandler<EventArgs>.
